ENTREZ_GENE_ID	Name	Species
10042	HMG-box containing 4(HMGXB4)	Homo sapiens
10043	target of myb1 membrane trafficking protein(TOM1)	Homo sapiens
116540	mitochondrial ribosomal protein L53(MRPL53)	Homo sapiens
51005	amidohydrolase domain containing 2(AMDHD2)	Homo sapiens
1855	dishevelled segment polarity protein 1(DVL1)	Homo sapiens
51008	activating signal cointegrator 1 complex subunit 1(ASCC1)	Homo sapiens
1857	dishevelled segment polarity protein 3(DVL3)	Homo sapiens
255809	chromosome 19 open reading frame 38(C19orf38)	Homo sapiens
10052	gap junction protein gamma 1(GJC1)	Homo sapiens
51013	exosome component 1(EXOSC1)	Homo sapiens
1861	torsin family 1 member A(TOR1A)	Homo sapiens
10054	ubiquitin like modifier activating enzyme 2(UBA2)	Homo sapiens
10055	SUMO1 activating enzyme subunit 1(SAE1)	Homo sapiens
51016	ER membrane protein complex subunit 9(EMC9)	Homo sapiens
83786	FERM domain containing 8(FRMD8)	Homo sapiens
10059	dynamin 1 like(DNM1L)	Homo sapiens
51019	coiled-coil domain containing 53(CCDC53)	Homo sapiens
51020	HD domain containing 2(HDDC2)	Homo sapiens
10062	nuclear receptor subfamily 1 group H member 3(NR1H3)	Homo sapiens
51022	glutaredoxin 2(GLRX2)	Homo sapiens
10063	COX17, cytochrome c oxidase copper chaperone(COX17)	Homo sapiens
378708	centromere protein S(CENPS)	Homo sapiens
51025	presequence translocase associated motor 16 homolog(PAM16)	Homo sapiens
83795	potassium two pore domain channel subfamily K member 16(KCNK16)	Homo sapiens
1874	E2F transcription factor 4(E2F4)	Homo sapiens
51027	bolA family member 1(BOLA1)	Homo sapiens
1876	E2F transcription factor 6(E2F6)	Homo sapiens
10069	RWD domain containing 2B(RWDD2B)	Homo sapiens
51030	trans-golgi network vesicle protein 23 homolog B(TVP23B)	Homo sapiens
1879	early B-cell factor 1(EBF1)	Homo sapiens
132954	phosducin like 2(PDCL2)	Homo sapiens
10072	dipeptidyl peptidase 3(DPP3)	Homo sapiens
51032	chymotrypsin like elastase family member 2B(CELA2B)	Homo sapiens
51035	UBX domain protein 1(UBXN1)	Homo sapiens
1889	endothelin converting enzyme 1(ECE1)	Homo sapiens
51042	zinc finger protein 593(ZNF593)	Homo sapiens
10083	USH1 protein network component harmonin(USH1C)	Homo sapiens
51043	zinc finger and BTB domain containing 7B(ZBTB7B)	Homo sapiens
10084	polyglutamine binding protein 1(PQBP1)	Homo sapiens
26468	LIM homeobox 6(LHX6)	Homo sapiens
1893	extracellular matrix protein 1(ECM1)	Homo sapiens
26470	seizure related 6 homolog like 2(SEZ6L2)	Homo sapiens
10087	collagen type IV alpha 3 binding protein(COL4A3BP)	Homo sapiens
1896	ectodysplasin A(EDA)	Homo sapiens
10093	actin related protein 2/3 complex subunit 4(ARPC4)	Homo sapiens
51053	geminin, DNA replication inhibitor(GMNN)	Homo sapiens
10094	actin related protein 2/3 complex subunit 3(ARPC3)	Homo sapiens
51056	leucine aminopeptidase 3(LAP3)	Homo sapiens
51058	zinc finger protein 691(ZNF691)	Homo sapiens
10100	tetraspanin 2(TSPAN2)	Homo sapiens
51060	thioredoxin domain containing 12(TXNDC12)	Homo sapiens
10101	nucleotide binding protein 2(NUBP2)	Homo sapiens
10102	Ts translation elongation factor, mitochondrial(TSFM)	Homo sapiens
403313	phospholipid phosphatase 6(PLPP6)	Homo sapiens
124790	hexamethylene bisacetamide inducible 2(HEXIM2)	Homo sapiens
1911	polyhomeotic homolog 1(PHC1)	Homo sapiens
1912	polyhomeotic homolog 2(PHC2)	Homo sapiens
10105	peptidylprolyl isomerase F(PPIF)	Homo sapiens
149371	exocyst complex component 8(EXOC8)	Homo sapiens
10106	CTD small phosphatase 2(CTDSP2)	Homo sapiens
51066	ssu-2 homolog (C. elegans)(SSUH2)	Homo sapiens
10107	tripartite motif containing 10(TRIM10)	Homo sapiens
51067	tyrosyl-tRNA synthetase 2(YARS2)	Homo sapiens
1915	eukaryotic translation elongation factor 1 alpha 1(EEF1A1)	Homo sapiens
157567	ankyrin repeat domain 46(ANKRD46)	Homo sapiens
1917	eukaryotic translation elongation factor 1 alpha 2(EEF1A2)	Homo sapiens
10110	SGK2, serine/threonine kinase 2(SGK2)	Homo sapiens
51071	deoxyribose-phosphate aldolase(DERA)	Homo sapiens
157570	establishment of sister chromatid cohesion N-acetyltransferase 2(ESCO2)	Homo sapiens
51072	mediator of cell motility 1(MEMO1)	Homo sapiens
51074	APAF1 interacting protein(APIP)	Homo sapiens
157574	F-box protein 16(FBXO16)	Homo sapiens
51076	cutC copper transporter(CUTC)	Homo sapiens
51077	FCF1 rRNA-processing protein(FCF1)	Homo sapiens
255877	B-cell CLL/lymphoma 6B(BCL6B)	Homo sapiens
51078	THAP domain containing 4(THAP4)	Homo sapiens
26505	cyclin and CBS domain divalent metal cation transport mediator 3(CNNM3)	Homo sapiens
83851	synaptotagmin 16(SYT16)	Homo sapiens
59274	mesoderm development candidate 1(MESDC1)	Homo sapiens
51082	RNA polymerase I subunit D(POLR1D)	Homo sapiens
403341	zinc finger and BTB domain containing 34(ZBTB34)	Homo sapiens
51083	galanin and GMAP prepropeptide(GAL)	Homo sapiens
26507	cyclin and CBS domain divalent metal cation transport mediator 1(CNNM1)	Homo sapiens
83853	rhophilin associated tail protein 1 like(ROPN1L)	Homo sapiens
10124	ADP ribosylation factor like GTPase 4A(ARL4A)	Homo sapiens
51084	crystallin lambda 1(CRYL1)	Homo sapiens
26508	hes related family bHLH transcription factor with YRPW motif-like(HEYL)	Homo sapiens
83852	SET domain bifurcated 2(SETDB2)	Homo sapiens
59277	netrin 4(NTN4)	Homo sapiens
1933	eukaryotic translation elongation factor 1 beta 2(EEF1B2)	Homo sapiens
10126	dynein axonemal light chain 4(DNAL4)	Homo sapiens
10127	zinc finger protein 263(ZNF263)	Homo sapiens
26511	cysteine rich hydrophobic domain 2(CHIC2)	Homo sapiens
1937	eukaryotic translation elongation factor 1 gamma(EEF1G)	Homo sapiens
51090	plasmolipin(PLLP)	Homo sapiens
51091	Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase(SEPSECS)	Homo sapiens
83861	radial spoke 3 homolog(RSPH3)	Homo sapiens
133015	PARK2 coregulated like(PACRGL)	Homo sapiens
10133	optineurin(OPTN)	Homo sapiens
83862	transmembrane protein 120A(TMEM120A)	Homo sapiens
10135	nicotinamide phosphoribosyltransferase(NAMPT)	Homo sapiens
10136	chymotrypsin like elastase family member 3A(CELA3A)	Homo sapiens
1944	ephrin A3(EFNA3)	Homo sapiens
10137	RNA binding motif protein 12(RBM12)	Homo sapiens
10138	YY1 associated factor 2(YAF2)	Homo sapiens
1946	ephrin A5(EFNA5)	Homo sapiens
133022	translocation associated membrane protein 1-like 1(TRAM1L1)	Homo sapiens
51100	SH3 domain containing GRB2 like endophilin B1(SH3GLB1)	Homo sapiens
51101	zinc finger C2HC-type containing 1A(ZC2HC1A)	Homo sapiens
26525	interleukin 36 receptor antagonist(IL36RN)	Homo sapiens
10142	A-kinase anchoring protein 9(AKAP9)	Homo sapiens
10146	G3BP stress granule assembly factor 1(G3BP1)	Homo sapiens
83874	TBC1 domain family member 10A(TBC1D10A)	Homo sapiens
10147	SURP and G-patch domain containing 2(SUGP2)	Homo sapiens
83878	USH1 protein network component harmonin binding protein 1(USHBP1)	Homo sapiens
92070	CTBP1 antisense RNA 2 (head to head)(CTBP1-AS2)	Homo sapiens
51111	lysine methyltransferase 5B(KMT5B)	Homo sapiens
10152	abl interactor 2(ABI2)	Homo sapiens
1962	enoyl-CoA hydratase and 3-hydroxyacyl CoA dehydrogenase(EHHADH)	Homo sapiens
51117	coenzyme Q4(COQ4)	Homo sapiens
1965	eukaryotic translation initiation factor 2 subunit alpha(EIF2S1)	Homo sapiens
149420	PDLIM1 interacting kinase 1 like(PDIK1L)	Homo sapiens
1967	eukaryotic translation initiation factor 2B subunit alpha(EIF2B1)	Homo sapiens
51124	immediate early response 3 interacting protein 1(IER3IP1)	Homo sapiens
83892	potassium channel tetramerization domain containing 10(KCTD10)	Homo sapiens
51125	golgin A7(GOLGA7)	Homo sapiens
83895	keratin associated protein 1-5(KRTAP1-5)	Homo sapiens
1974	eukaryotic translation initiation factor 4A2(EIF4A2)	Homo sapiens
83894	tetratricopeptide repeat domain 29(TTC29)	Homo sapiens
51127	tripartite motif containing 17(TRIM17)	Homo sapiens
83897	keratin associated protein 3-2(KRTAP3-2)	Homo sapiens
10169	small EDRK-rich factor 2(SERF2)	Homo sapiens
1977	eukaryotic translation initiation factor 4E(EIF4E)	Homo sapiens
83899	keratin associated protein 9-2(KRTAP9-2)	Homo sapiens
1978	eukaryotic translation initiation factor 4E binding protein 1(EIF4EBP1)	Homo sapiens
10171	RNA terminal phosphate cyclase like 1(RCL1)	Homo sapiens
1979	eukaryotic translation initiation factor 4E binding protein 2(EIF4EBP2)	Homo sapiens
83901	keratin associated protein 9-8(KRTAP9-8)	Homo sapiens
10172	zinc finger protein 256(ZNF256)	Homo sapiens
83900	keratin associated protein 9-3(KRTAP9-3)	Homo sapiens
1981	eukaryotic translation initiation factor 4 gamma 1(EIF4G1)	Homo sapiens
83903	germ cell associated 2, haspin(GSG2)	Homo sapiens
10174	sorbin and SH3 domain containing 3(SORBS3)	Homo sapiens
51134	centrosomal protein 83(CEP83)	Homo sapiens
10175	cornichon family AMPA receptor auxiliary protein 1(CNIH1)	Homo sapiens
51135	interleukin 1 receptor associated kinase 4(IRAK4)	Homo sapiens
1983	eukaryotic translation initiation factor 5(EIF5)	Homo sapiens
1984	eukaryotic translation initiation factor 5A(EIF5A)	Homo sapiens
10179	RNA binding motif protein 7(RBM7)	Homo sapiens
157638	family with sequence similarity 84 member B(FAM84B)	Homo sapiens
10181	RNA binding motif protein 5(RBM5)	Homo sapiens
51141	insulin induced gene 2(INSIG2)	Homo sapiens
51142	coiled-coil-helix-coiled-coil-helix domain containing 2(CHCHD2)	Homo sapiens
92105	integrator complex subunit 4(INTS4)	Homo sapiens
51144	hydroxysteroid 17-beta dehydrogenase 12(HSD17B12)	Homo sapiens
1993	ELAV like RNA binding protein 2(ELAVL2)	Homo sapiens
59339	pleckstrin homology domain containing A2(PLEKHA2)	Homo sapiens
92106	oxidoreductase NAD binding domain containing 1(OXNAD1)	Homo sapiens
51147	inhibitor of growth family member 4(ING4)	Homo sapiens
10188	tyrosine kinase non receptor 2(TNK2)	Homo sapiens
51148	cerebral endothelial cell adhesion molecule(CERCAM)	Homo sapiens
1997	E74 like ETS transcription factor 1(ELF1)	Homo sapiens
10190	thioredoxin domain containing 9(TXNDC9)	Homo sapiens
59343	SUMO1/sentrin/SMT3 specific peptidase 2(SENP2)	Homo sapiens
26575	regulator of G-protein signaling 17(RGS17)	Homo sapiens
10193	ring finger protein 41(RNF41)	Homo sapiens
337879	keratin associated protein 8-1(KRTAP8-1)	Homo sapiens
26578	osteoclast stimulating factor 1(OSTF1)	Homo sapiens
26579	myeloma overexpressed(MYEOV)	Homo sapiens
10196	protein arginine methyltransferase 3(PRMT3)	Homo sapiens
26580	BSCL2, seipin lipid droplet biogenesis associated(BSCL2)	Homo sapiens
2004	ELK3, ETS transcription factor(ELK3)	Homo sapiens
59349	kelch like family member 12(KLHL12)	Homo sapiens
10197	proteasome activator subunit 3(PSME3)	Homo sapiens
51157	zinc finger protein 580(ZNF580)	Homo sapiens
149461	claudin 19(CLDN19)	Homo sapiens
51160	VPS28, ESCRT-I subunit(VPS28)	Homo sapiens
26585	gremlin 1, DAN family BMP antagonist(GREM1)	Homo sapiens
2010	emerin(EMD)	Homo sapiens
10204	nuclear transport factor 2(NUTF2)	Homo sapiens
2012	epithelial membrane protein 1(EMP1)	Homo sapiens
387032	zinc finger with KRAB and SCAN domains 4(ZKSCAN4)	Homo sapiens
337880	keratin associated protein 11-1(KRTAP11-1)	Homo sapiens
2014	epithelial membrane protein 3(EMP3)	Homo sapiens
10207	PATJ, crumbs cell polarity complex component(PATJ)	Homo sapiens
83937	Ras association domain family member 4(RASSF4)	Homo sapiens
92129	ripply transcriptional repressor 1(RIPPLY1)	Homo sapiens
2017	cortactin(CTTN)	Homo sapiens
2018	empty spiracles homeobox 2(EMX2)	Homo sapiens
149473	coiled-coil domain containing 24(CCDC24)	Homo sapiens
51171	hydroxysteroid 17-beta dehydrogenase 14(HSD17B14)	Homo sapiens
10212	DExD-box helicase 39A(DDX39A)	Homo sapiens
10213	proteasome 26S subunit, non-ATPase 14(PSMD14)	Homo sapiens
10214	SSX family member 3(SSX3)	Homo sapiens
83942	testis specific serine kinase 1B(TSSK1B)	Homo sapiens
10215	oligodendrocyte lineage transcription factor 2(OLIG2)	Homo sapiens
10217	CTD small phosphatase like(CTDSPL)	Homo sapiens
149483	coiled-coil domain containing 17(CCDC17)	Homo sapiens
10219	killer cell lectin like receptor G1(KLRG1)	Homo sapiens
51181	dicarbonyl and L-xylulose reductase(DCXR)	Homo sapiens
26609	variable charge, X-linked(VCX)	Homo sapiens
10226	perilipin 3(PLIN3)	Homo sapiens
51187	ribosomal L24 domain containing 1(RSL24D1)	Homo sapiens
10228	syntaxin 6(STX6)	Homo sapiens
51188	SS18 like 2(SS18L2)	Homo sapiens
2039	dematin actin binding protein(DMTN)	Homo sapiens
10232	mesothelin(MSLN)	Homo sapiens
10233	leucine rich repeat containing 23(LRRC23)	Homo sapiens
51193	zinc finger protein 639(ZNF639)	Homo sapiens
124923	uncharacterized serine/threonine-protein kinase SgK494(SGK494)	Homo sapiens
51194	importin 11(IPO11)	Homo sapiens
92154	MTSS1L, I-BAR domain containing(MTSS1L)	Homo sapiens
10236	heterogeneous nuclear ribonucleoprotein R(HNRNPR)	Homo sapiens
124925	seizure related 6 homolog(SEZ6)	Homo sapiens
10237	solute carrier family 35 member B1(SLC35B1)	Homo sapiens
100532737	ATP6V1G2-DDX39B readthrough (NMD candidate)(ATP6V1G2-DDX39B)	Homo sapiens
10241	calcium binding and coiled-coil domain 2(CALCOCO2)	Homo sapiens
2049	EPH receptor B3(EPHB3)	Homo sapiens
10243	gephyrin(GPHN)	Homo sapiens
2051	EPH receptor B6(EPHB6)	Homo sapiens
51204	translational activator of cytochrome c oxidase I(TACO1)	Homo sapiens
124935	solute carrier family 43 member 2(SLC43A2)	Homo sapiens
2054	syntaxin 2(STX2)	Homo sapiens
10247	reactive intermediate imine deaminase A homolog(RIDA)	Homo sapiens
51207	dual specificity phosphatase 13(DUSP13)	Homo sapiens
10248	POP7 homolog, ribonuclease P/MRP subunit(POP7)	Homo sapiens
10249	glycine-N-acyltransferase(GLYAT)	Homo sapiens
10250	serine and arginine repetitive matrix 1(SRRM1)	Homo sapiens
10251	sprouty RTK signaling antagonist 3(SPRY3)	Homo sapiens
92170	mitochondrial ribosome associated GTPase 1(MTG1)	Homo sapiens
10252	sprouty RTK signaling antagonist 1(SPRY1)	Homo sapiens
51213	leucine zipper protein 4(LUZP4)	Homo sapiens
10254	signal transducing adaptor molecule 2(STAM2)	Homo sapiens
51214	IGF2 antisense RNA(IGF2-AS)	Homo sapiens
10256	connector enhancer of kinase suppressor of Ras 1(CNKSR1)	Homo sapiens
124944	chromosome 17 open reading frame 49(C17orf49)	Homo sapiens
165904	xin actin binding repeat containing 1(XIRP1)	Homo sapiens
83988	neurocalcin delta(NCALD)	Homo sapiens
10262	splicing factor 3b subunit 4(SF3B4)	Homo sapiens
83990	BRCA1 interacting protein C-terminal helicase 1(BRIP1)	Homo sapiens
10263	cyclin dependent kinase 2 associated protein 2(CDK2AP2)	Homo sapiens
2071	ERCC excision repair 3, TFIIH core complex helicase subunit(ERCC3)	Homo sapiens
51224	transcription elongation factor B subunit 3B(TCEB3B)	Homo sapiens
2072	ERCC excision repair 4, endonuclease catalytic subunit(ERCC4)	Homo sapiens
83992	cortactin binding protein 2(CTTNBP2)	Homo sapiens
51225	ABI family member 3(ABI3)	Homo sapiens
10268	receptor activity modifying protein 3(RAMP3)	Homo sapiens
165918	ring finger protein 168(RNF168)	Homo sapiens
2077	ETS2 repressor factor(ERF)	Homo sapiens
2079	enhancer of rudimentary homolog (Drosophila)(ERH)	Homo sapiens
124961	ZFP3 zinc finger protein(ZFP3)	Homo sapiens
10273	STIP1 homology and U-box containing protein 1(STUB1)	Homo sapiens
51233	aspartate rich 1(DRICH1)	Homo sapiens
337959	keratin associated protein 13-2(KRTAP13-2)	Homo sapiens
26658	olfactory receptor family 7 subfamily C member 2(OR7C2)	Homo sapiens
84002	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5(B3GNT5)	Homo sapiens
10278	embryonal Fyn-associated substrate(EFS)	Homo sapiens
346157	zinc finger protein 391(ZNF391)	Homo sapiens
10282	Bet1 golgi vesicular membrane trafficking protein(BET1)	Homo sapiens
387119	centrosomal protein 85 like(CEP85L)	Homo sapiens
337967	keratin associated protein 6-2(KRTAP6-2)	Homo sapiens
337966	keratin associated protein 6-1(KRTAP6-1)	Homo sapiens
337960	keratin associated protein 13-3(KRTAP13-3)	Homo sapiens
10286	breast carcinoma amplified sequence 2(BCAS2)	Homo sapiens
337963	keratin associated protein 23-1(KRTAP23-1)	Homo sapiens
10287	regulator of G-protein signaling 19(RGS19)	Homo sapiens
51248	PDZ domain containing 11(PDZD11)	Homo sapiens
10289	eukaryotic translation initiation factor 1B(EIF1B)	Homo sapiens
337972	keratin associated protein 19-5(KRTAP19-5)	Homo sapiens
10290	SPEG complex locus(SPEG)	Homo sapiens
2098	esterase D(ESD)	Homo sapiens
337974	keratin associated protein 19-7(KRTAP19-7)	Homo sapiens
51251	5'-nucleotidase, cytosolic IIIA(NT5C3A)	Homo sapiens
337969	keratin associated protein 19-2(KRTAP19-2)	Homo sapiens
2100	estrogen receptor 2(ESR2)	Homo sapiens
10293	TRAF interacting protein(TRAIP)	Homo sapiens
337968	keratin associated protein 6-3(KRTAP6-3)	Homo sapiens
2101	estrogen related receptor alpha(ESRRA)	Homo sapiens
10294	DnaJ heat shock protein family (Hsp40) member A2(DNAJA2)	Homo sapiens
10295	branched chain ketoacid dehydrogenase kinase(BCKDK)	Homo sapiens
337970	keratin associated protein 19-3(KRTAP19-3)	Homo sapiens
51256	TBC1 domain family member 7(TBC1D7)	Homo sapiens
2104	estrogen related receptor gamma(ESRRG)	Homo sapiens
51257	membrane associated ring-CH-type finger 2(MARCH2)	Homo sapiens
2107	eukaryotic translation termination factor 1(ETF1)	Homo sapiens
10302	small nuclear RNA activating complex polypeptide 5(SNAPC5)	Homo sapiens
337979	keratin associated protein 22-1(KRTAP22-1)	Homo sapiens
2110	electron transfer flavoprotein dehydrogenase(ETFDH)	Homo sapiens
51264	mitochondrial ribosomal protein L27(MRPL27)	Homo sapiens
51265	cyclin dependent kinase like 3(CDKL3)	Homo sapiens
378951	RNA binding motif protein, Y-linked, family 1, member J(RBMY1J)	Homo sapiens
2114	ETS proto-oncogene 2, transcription factor(ETS2)	Homo sapiens
378950	RNA binding motif protein, Y-linked, family 1, member E(RBMY1E)	Homo sapiens
51267	C-type lectin domain family 1 member A(CLEC1A)	Homo sapiens
2118	ETS variant 4(ETV4)	Homo sapiens
10311	DSCR3 arrestin fold containing(DSCR3)	Homo sapiens
2120	ETS variant 6(ETV6)	Homo sapiens
10313	reticulon 3(RTN3)	Homo sapiens
51274	Kruppel like factor 3(KLF3)	Homo sapiens
51277	DnaJ heat shock protein family (Hsp40) member C27(DNAJC27)	Homo sapiens
10318	TNFAIP3 interacting protein 1(TNIP1)	Homo sapiens
157773	chromosome 8 open reading frame 48(C8orf48)	Homo sapiens
10320	IKAROS family zinc finger 1(IKZF1)	Homo sapiens
51282	SCAN domain containing 1(SCAND1)	Homo sapiens
157777	minichromosome maintenance domain containing 2(MCMDC2)	Homo sapiens
280658	SSX family member 7(SSX7)	Homo sapiens
84056	katanin catalytic subunit A1 like 1(KATNAL1)	Homo sapiens
2137	exostosin like glycosyltransferase 3(EXTL3)	Homo sapiens
2138	EYA transcriptional coactivator and phosphatase 1(EYA1)	Homo sapiens
51291	GEM interacting protein(GMIP)	Homo sapiens
280664	WAP four-disulfide core domain 10B(WFDC10B)	Homo sapiens
10332	C-type lectin domain family 4 member M(CLEC4M)	Homo sapiens
84060	RNA binding motif protein 48(RBM48)	Homo sapiens
84062	dystrobrevin binding protein 1(DTNBP1)	Homo sapiens
51295	ECSIT signalling integrator(ECSIT)	Homo sapiens
84065	transmembrane protein 222(TMEM222)	Homo sapiens
51296	solute carrier family 15 member 3(SLC15A3)	Homo sapiens
51297	BPI fold containing family A member 1(BPIFA1)	Homo sapiens
2145	enhancer of zeste 1 polycomb repressive complex 2 subunit(EZH1)	Homo sapiens
116835	heat shock protein family A (Hsp70) member 12B(HSPA12B)	Homo sapiens
51298	theg spermatid protein(THEG)	Homo sapiens
2146	enhancer of zeste 2 polycomb repressive complex 2 subunit(EZH2)	Homo sapiens
84069	pleckstrin homology domain containing N1(PLEKHN1)	Homo sapiens
51300	translocase of inner mitochondrial membrane domain containing 1(TIMMDC1)	Homo sapiens
10342	TRK-fused gene(TFG)	Homo sapiens
10344	C-C motif chemokine ligand 26(CCL26)	Homo sapiens
116841	synaptosome associated protein 47(SNAP47)	Homo sapiens
84072	HORMA domain containing 1(HORMAD1)	Homo sapiens
116840	centrobin, centriole duplication and spindle assembly protein(CNTROB)	Homo sapiens
